product,timestamp,bid_prices,bid_volumes,ask_prices,ask_volumes,best_bid,best_bid_volume,best_ask,best_ask_volume,total_ask_volume,total_bid_volume,total_volume,mid_price,weighted_mid_price,max_sell_position,max_buy_position,current_position,observation_plain_value,observation_bidPrice,observation_askPrice,observation_transportFees,observation_exportTariff,observation_importTariff,observation_sugarPrice,observation_sunlightIndex,fair_price,mid_price_sma_5,mid_price_sma_10,mid_price_sma_20,mid_price_sma_40,sma5x20_signal,sma10x40_signal
KELP,13700.0,"[2032.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2032.0,28.0,2035.0,-28.0,-28.0,28.0,56.0,2033.5,2033.5,-50.0,50.0,21.0,,,,,,,,,2033.8,2033.4,2033.45,2033.8,2034.025,-1,-1
RAINFOREST_RESIN,13700.0,"[10002.0, 9995.0, nan, nan]","[1.0, 28.0, nan, nan]","[10005.0, nan, nan, nan]","[-28.0, nan, nan, nan]",10002.0,1.0,10005.0,-28.0,-28.0,29.0,57.0,10003.5,10000.035087719298,-50.0,50.0,17.0,,,,,,,,,10000.7,10001.1,10000.3,10000.7,10000.275,1,1
SQUID_INK,13700.0,"[1847.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1850.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1847.0,28.0,1850.0,-28.0,-28.0,28.0,56.0,1848.5,1848.5,-50.0,50.0,50.0,,,,,,,,,1855.075,1851.8,1852.45,1855.075,1857.3375,-1,-1
KELP,13800.0,"[2032.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2032.0,23.0,2035.0,-23.0,-23.0,23.0,46.0,2033.5,2033.5,-50.0,50.0,21.0,,,,,,,,,2033.75,2033.4,2033.4,2033.75,2034.0125,-1,-1
RAINFOREST_RESIN,13800.0,"[9998.0, 9995.0, nan, nan]","[1.0, 23.0, nan, nan]","[10005.0, nan, nan, nan]","[-23.0, nan, nan, nan]",9998.0,1.0,10005.0,-23.0,-23.0,24.0,47.0,10001.5,9999.95744680851,-50.0,50.0,16.0,,,,,,,,,10000.725,10000.8,10000.35,10000.725,10000.2875,1,1
SQUID_INK,13800.0,"[1846.0, nan, nan, nan]","[23.0, nan, nan, nan]","[1850.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1846.0,23.0,1850.0,-23.0,-23.0,23.0,46.0,1848.0,1848.0,-50.0,50.0,50.0,,,,,,,,,1854.55,1850.9,1851.75,1854.55,1857.125,-1,-1
KELP,13900.0,"[2032.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2033.0, 2035.0, nan, nan]","[-3.0, -21.0, nan, nan]",2032.0,21.0,2033.0,-3.0,-24.0,21.0,45.0,2032.5,2033.4666666666667,-50.0,50.0,21.0,,,,,,,,,2033.625,2033.2,2033.35,2033.625,2033.975,-1,-1
RAINFOREST_RESIN,13900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 20.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -20.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-21.0,21.0,42.0,10000.0,10000.0,-50.0,50.0,16.0,,,,,,,,,10000.575,10000.8,10000.45,10000.575,10000.2875,1,1
SQUID_INK,13900.0,"[1849.0, nan, nan, nan]","[18.0, nan, nan, nan]","[1852.0, nan, nan, nan]","[-21.0, nan, nan, nan]",1849.0,18.0,1852.0,-21.0,-21.0,18.0,39.0,1850.5,1850.6153846153843,-50.0,50.0,50.0,,,,,,,,,1854.175,1850.3,1851.4,1854.175,1856.9,-1,-1
KELP,14000.0,"[2032.0, nan, nan, nan]","[31.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2032.0,31.0,2035.0,-29.0,-29.0,31.0,60.0,2033.5,2033.45,-50.0,50.0,24.0,,,,,,,,,2033.575,2033.2,2033.35,2033.575,2033.9625,-1,-1
RAINFOREST_RESIN,14000.0,"[10002.0, 9998.0, 9996.0, 9995.0]","[6.0, 1.0, 1.0, 28.0]","[10004.0, 10005.0, nan, nan]","[-1.0, -28.0, nan, nan]",10002.0,6.0,10004.0,-1.0,-29.0,36.0,65.0,10003.0,10000.153846153846,-50.0,50.0,16.0,,,,,,,,,10000.725,10001.4,10000.85,10000.725,10000.3625,1,1
SQUID_INK,14000.0,"[1852.0, 1851.0, nan, nan]","[3.0, 28.0, nan, nan]","[1855.0, nan, nan, nan]","[-29.0, nan, nan, nan]",1852.0,3.0,1855.0,-29.0,-29.0,31.0,60.0,1853.5,1852.9833333333331,-50.0,50.0,50.0,,,,,,,,,1854.025,1850.1,1851.5,1854.025,1856.8,-1,-1
KELP,14100.0,"[2032.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2032.0,22.0,2035.0,-22.0,-22.0,22.0,44.0,2033.5,2033.5,-50.0,50.0,24.0,,,,,,,,,2033.55,2033.3,2033.45,2033.55,2033.95,-1,-1
RAINFOREST_RESIN,14100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 20.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-4.0, -2.0, -20.0, nan]",9996.0,2.0,10002.0,-4.0,-26.0,22.0,48.0,9999.0,10000.166666666666,-50.0,50.0,10.0,,,,,,,,,10000.825,10001.4,10001.0,10000.825,10000.2625,1,1
SQUID_INK,14100.0,"[1851.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1854.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1851.0,22.0,1854.0,-22.0,-22.0,22.0,44.0,1852.5,1852.5,-50.0,50.0,50.0,,,,,,,,,1853.925,1850.6,1851.6,1853.925,1856.6625,-1,-1
KELP,14200.0,"[2032.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-21.0, nan, nan, nan]",2032.0,21.0,2035.0,-21.0,-21.0,21.0,42.0,2033.5,2033.5,-50.0,50.0,24.0,,,,,,,,,2033.525,2033.3,2033.35,2033.525,2033.925,-1,-1
RAINFOREST_RESIN,14200.0,"[9995.0, nan, nan, nan]","[21.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-21.0, nan, nan, nan]",9995.0,21.0,10005.0,-21.0,-21.0,21.0,42.0,10000.0,10000.0,-50.0,50.0,10.0,,,,,,,,,10000.825,10000.7,10000.9,10000.825,10000.2625,-1,1
SQUID_INK,14200.0,"[1852.0, nan, nan, nan]","[21.0, nan, nan, nan]","[1855.0, nan, nan, nan]","[-21.0, nan, nan, nan]",1852.0,21.0,1855.0,-21.0,-21.0,21.0,42.0,1853.5,1853.5,-50.0,50.0,50.0,,,,,,,,,1853.75,1851.6,1851.7,1853.75,1856.5375,-1,-1
KELP,14300.0,"[2032.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2035.0, 2036.0, nan, nan]","[-1.0, -21.0, nan, nan]",2032.0,22.0,2035.0,-1.0,-22.0,22.0,44.0,2033.5,2033.9772727272727,-50.0,50.0,24.0,,,,,,,,,2033.525,2033.3,2033.35,2033.525,2033.9,-1,-1
RAINFOREST_RESIN,14300.0,"[9996.0, 9995.0, nan, nan]","[1.0, 21.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -21.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-22.0,22.0,44.0,10000.0,10000.0,-50.0,50.0,10.0,,,,,,,,,10000.875,10000.4,10000.6,10000.875,10000.2625,-1,1
SQUID_INK,14300.0,"[1849.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1852.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1849.0,22.0,1852.0,-22.0,-22.0,22.0,44.0,1850.5,1850.5,-50.0,50.0,50.0,,,,,,,,,1853.4,1852.1,1851.5,1853.4,1856.3125,-1,-1
KELP,14400.0,"[2032.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2036.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2032.0,22.0,2036.0,-23.0,-23.0,22.0,45.0,2034.0,2034.0444444444445,-50.0,50.0,24.0,,,,,,,,,2033.525,2033.6,2033.4,2033.525,2033.8875,1,-1
RAINFOREST_RESIN,14400.0,"[10002.0, 9996.0, 9995.0, nan]","[4.0, 2.0, 21.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -21.0, nan, nan]",10002.0,4.0,10004.0,-2.0,-23.0,27.0,50.0,10003.0,10000.16,-50.0,50.0,10.0,,,,,,,,,10000.85,10001.0,10000.9,10000.85,10000.3375,1,1
SQUID_INK,14400.0,"[1853.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1856.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1853.0,22.0,1856.0,-23.0,-23.0,22.0,45.0,1854.5,1854.5333333333333,-50.0,50.0,50.0,,,,,,,,,1853.2,1852.9,1851.6,1853.2,1856.2375,-1,-1
KELP,14500.0,"[2032.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2034.0, 2035.0, 2036.0, nan]","[-6.0, -1.0, -28.0, nan]",2032.0,29.0,2034.0,-6.0,-35.0,29.0,64.0,2033.0,2033.984375,-50.0,50.0,24.0,,,,,,,,,2033.475,2033.5,2033.35,2033.475,2033.85,1,-1
RAINFOREST_RESIN,14500.0,"[9996.0, 9995.0, nan, nan]","[1.0, 28.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-10.0, -1.0, -28.0, nan]",9996.0,1.0,10002.0,-10.0,-39.0,29.0,68.0,9999.0,10000.29411764706,-50.0,50.0,6.0,,,,,,,,,10000.7,10000.2,10000.8,10000.7,10000.3125,-1,1
SQUID_INK,14500.0,"[1852.0, 1851.0, nan, nan]","[1.0, 28.0, nan, nan]","[1853.0, 1855.0, nan, nan]","[-6.0, -29.0, nan, nan]",1852.0,1.0,1853.0,-6.0,-35.0,29.0,64.0,1852.5,1853.015625,-50.0,50.0,50.0,,,,,,,,,1852.875,1852.7,1851.4,1852.875,1856.1125,-1,-1
KELP,14600.0,"[2032.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2033.0, 2035.0, 2036.0, nan]","[-3.0, -1.0, -27.0, nan]",2032.0,28.0,2033.0,-3.0,-31.0,28.0,59.0,2032.5,2033.9322033898304,-50.0,50.0,24.0,,,,,,,,,2033.375,2033.3,2033.3,2033.375,2033.775,-1,-1
RAINFOREST_RESIN,14600.0,"[9996.0, 9995.0, nan, nan]","[1.0, 27.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -27.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-28.0,28.0,56.0,10000.0,10000.0,-50.0,50.0,6.0,,,,,,,,,10000.575,10000.4,10000.9,10000.575,10000.3125,-1,1
SQUID_INK,14600.0,"[1848.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1849.0, 1851.0, nan, nan]","[-3.0, -28.0, nan, nan]",1848.0,28.0,1849.0,-3.0,-31.0,28.0,59.0,1848.5,1849.4745762711864,-50.0,50.0,50.0,,,,,,,,,1852.3,1851.9,1851.25,1852.3,1855.8625,-1,-1
KELP,14700.0,"[2032.0, nan, nan, nan]","[24.0, nan, nan, nan]","[2034.0, 2035.0, 2036.0, nan]","[-2.0, -1.0, -23.0, nan]",2032.0,24.0,2034.0,-2.0,-26.0,24.0,50.0,2033.0,2033.98,-50.0,50.0,27.0,,,,,,,,,2033.35,2033.2,2033.25,2033.35,2033.7375,-1,-1
RAINFOREST_RESIN,14700.0,"[9996.0, 9995.0, nan, nan]","[1.0, 23.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -23.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-24.0,24.0,48.0,10000.0,10000.0,-50.0,50.0,6.0,,,,,,,,,10000.425,10000.4,10000.55,10000.425,10000.4,-1,1
SQUID_INK,14700.0,"[1850.0, nan, nan, nan]","[24.0, nan, nan, nan]","[1852.0, 1853.0, nan, nan]","[-2.0, -24.0, nan, nan]",1850.0,24.0,1852.0,-2.0,-26.0,24.0,50.0,1851.0,1851.52,-50.0,50.0,50.0,,,,,,,,,1851.975,1851.4,1851.5,1851.975,1855.675,-1,-1
KELP,14800.0,"[2032.0, nan, nan, nan]","[31.0, nan, nan, nan]","[2034.0, 2036.0, nan, nan]","[-3.0, -31.0, nan, nan]",2032.0,31.0,2034.0,-3.0,-34.0,31.0,65.0,2033.0,2034.0,-50.0,50.0,27.0,,,,,,,,,2033.3,2033.1,2033.2,2033.3,2033.7,-1,-1
RAINFOREST_RESIN,14800.0,"[9996.0, 9995.0, nan, nan]","[1.0, 30.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-1.0, -1.0, -30.0, nan]",9996.0,1.0,9998.0,-1.0,-32.0,31.0,63.0,9997.0,9999.968253968254,-50.0,50.0,6.0,,,,,,,,,10000.225,9999.8,10000.1,10000.225,10000.3625,-1,-1
SQUID_INK,14800.0,"[1849.0, nan, nan, nan]","[31.0, nan, nan, nan]","[1851.0, 1852.0, 1853.0, nan]","[-3.0, -1.0, -30.0, nan]",1849.0,31.0,1851.0,-3.0,-34.0,31.0,65.0,1850.0,1850.9846153846156,-50.0,50.0,50.0,,,,,,,,,1851.725,1851.3,1851.7,1851.725,1855.475,-1,-1
KELP,14900.0,"[2034.0, 2032.0, nan, nan]","[4.0, 26.0, nan, nan]","[2035.0, 2036.0, nan, nan]","[-1.0, -25.0, nan, nan]",2034.0,4.0,2035.0,-1.0,-26.0,30.0,56.0,2034.5,2033.982142857143,-50.0,50.0,27.0,,,,,,,,,2033.375,2033.2,2033.4,2033.375,2033.725,-1,-1
RAINFOREST_RESIN,14900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 25.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-1.0, -1.0, -25.0, nan]",9996.0,1.0,10002.0,-1.0,-27.0,26.0,53.0,9999.0,10000.037735849057,-50.0,50.0,7.0,,,,,,,,,10000.225,9999.0,10000.0,10000.225,10000.3875,-1,-1
SQUID_INK,14900.0,"[1853.0, 1851.0, nan, nan]","[4.0, 26.0, nan, nan]","[1854.0, nan, nan, nan]","[-26.0, nan, nan, nan]",1853.0,4.0,1854.0,-26.0,-26.0,30.0,56.0,1853.5,1852.5357142857144,-50.0,50.0,50.0,,,,,,,,,1851.7,1851.1,1852.0,1851.7,1855.3,-1,-1
KELP,15000.0,"[2033.0, 2032.0, nan, nan]","[4.0, 27.0, nan, nan]","[2035.0, 2036.0, nan, nan]","[-2.0, -25.0, nan, nan]",2033.0,4.0,2035.0,-2.0,-27.0,31.0,58.0,2034.0,2033.896551724138,-50.0,50.0,23.0,,,,,,,,,2033.4,2033.4,2033.45,2033.4,2033.725,0,-1
RAINFOREST_RESIN,15000.0,"[9996.0, 9995.0, nan, nan]","[2.0, 25.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -25.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,7.0,,,,,,,,,10000.275,9999.2,9999.7,10000.275,10000.3875,-1,-1
SQUID_INK,15000.0,"[1849.0, 1848.0, nan, nan]","[6.0, 25.0, nan, nan]","[1852.0, nan, nan, nan]","[-27.0, nan, nan, nan]",1849.0,6.0,1852.0,-27.0,-27.0,31.0,58.0,1850.5,1849.9655172413795,-50.0,50.0,46.0,,,,,,,,,1851.6,1850.7,1851.7,1851.6,1854.95,-1,-1
KELP,15100.0,"[2032.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2035.0, 2036.0, nan, nan]","[-1.0, -20.0, nan, nan]",2032.0,21.0,2035.0,-1.0,-21.0,21.0,42.0,2033.5,2033.9761904761904,-50.0,50.0,23.0,,,,,,,,,2033.45,2033.6,2033.45,2033.45,2033.7,1,-1
RAINFOREST_RESIN,15100.0,"[9996.0, 9995.0, nan, nan]","[1.0, 20.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-1.0, -1.0, -20.0, nan]",9996.0,1.0,9998.0,-1.0,-22.0,21.0,43.0,9997.0,9999.953488372092,-50.0,50.0,7.0,,,,,,,,,10000.25,9998.6,9999.5,10000.25,10000.3375,-1,-1
SQUID_INK,15100.0,"[1850.0, nan, nan, nan]","[21.0, nan, nan, nan]","[1853.0, nan, nan, nan]","[-21.0, nan, nan, nan]",1850.0,21.0,1853.0,-21.0,-21.0,21.0,42.0,1851.5,1851.5,-50.0,50.0,46.0,,,,,,,,,1851.6,1851.3,1851.6,1851.6,1854.6,-1,-1
KELP,15200.0,"[2033.0, 2032.0, nan, nan]","[8.0, 23.0, nan, nan]","[2035.0, 2036.0, nan, nan]","[-2.0, -21.0, nan, nan]",2033.0,8.0,2035.0,-2.0,-23.0,31.0,54.0,2034.0,2033.8148148148148,-50.0,50.0,23.0,,,,,,,,,2033.425,2033.8,2033.5,2033.425,2033.725,1,-1
RAINFOREST_RESIN,15200.0,"[10000.0, 9996.0, 9995.0, nan]","[4.0, 2.0, 21.0, nan]","[10002.0, 10004.0, 10005.0, nan]","[-4.0, -2.0, -21.0, nan]",10000.0,4.0,10002.0,-4.0,-27.0,27.0,54.0,10001.0,10000.148148148148,-50.0,50.0,8.0,,,,,,,,,10000.25,9998.8,9999.6,10000.25,10000.3625,-1,-1
SQUID_INK,15200.0,"[1849.0, 1848.0, nan, nan]","[4.0, 27.0, nan, nan]","[1851.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1849.0,4.0,1851.0,-23.0,-23.0,31.0,54.0,1850.0,1849.351851851852,-50.0,50.0,46.0,,,,,,,,,1851.475,1851.1,1851.25,1851.475,1854.25,-1,-1
KELP,15300.0,"[2032.0, nan, nan, nan]","[24.0, nan, nan, nan]","[2034.0, 2035.0, 2036.0, nan]","[-6.0, -2.0, -22.0, nan]",2032.0,24.0,2034.0,-6.0,-30.0,24.0,54.0,2033.0,2033.962962962963,-50.0,50.0,23.0,,,,,,,,,2033.4,2033.8,2033.45,2033.4,2033.6875,1,-1
RAINFOREST_RESIN,15300.0,"[9996.0, 9995.0, nan, nan]","[2.0, 22.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-7.0, -2.0, -22.0, nan]",9996.0,2.0,10002.0,-7.0,-31.0,24.0,55.0,9999.0,10000.254545454543,-50.0,50.0,8.0,,,,,,,,,10000.05,9999.2,9999.5,10000.05,10000.3625,-1,-1
SQUID_INK,15300.0,"[1850.0, nan, nan, nan]","[24.0, nan, nan, nan]","[1852.0, 1853.0, nan, nan]","[-6.0, -24.0, nan, nan]",1850.0,24.0,1852.0,-6.0,-30.0,24.0,54.0,1851.0,1851.555555555556,-50.0,50.0,50.0,,,,,,,,,1851.4,1851.3,1851.3,1851.4,1853.9375,-1,-1
KELP,15400.0,"[2032.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2036.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2032.0,30.0,2036.0,-30.0,-30.0,30.0,60.0,2034.0,2034.0,-50.0,50.0,23.0,,,,,,,,,2033.425,2033.7,2033.45,2033.425,2033.6875,1,-1
RAINFOREST_RESIN,15400.0,"[9995.0, nan, nan, nan]","[30.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-30.0, nan, nan, nan]",9995.0,30.0,10005.0,-30.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,8.0,,,,,,,,,10000.05,9999.4,9999.2,10000.05,10000.3625,-1,-1
SQUID_INK,15400.0,"[1847.0, nan, nan, nan]","[30.0, nan, nan, nan]","[1850.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1847.0,30.0,1850.0,-30.0,-30.0,30.0,60.0,1848.5,1848.5,-50.0,50.0,50.0,,,,,,,,,1851.15,1850.3,1850.7,1851.15,1853.6625,-1,-1
KELP,15500.0,"[2032.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2036.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2032.0,25.0,2036.0,-25.0,-25.0,25.0,50.0,2034.0,2034.0,-50.0,50.0,23.0,,,,,,,,,2033.45,2033.7,2033.55,2033.45,2033.6875,1,-1
RAINFOREST_RESIN,15500.0,"[9995.0, nan, nan, nan]","[25.0, nan, nan, nan]","[9998.0, 10005.0, nan, nan]","[-11.0, -25.0, nan, nan]",9995.0,25.0,9998.0,-11.0,-36.0,25.0,61.0,9996.5,9999.639344262296,-50.0,50.0,8.0,,,,,,,,,9999.875,9998.7,9998.95,9999.875,10000.275,-1,-1
SQUID_INK,15500.0,"[1850.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1853.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1850.0,25.0,1853.0,-25.0,-25.0,25.0,50.0,1851.5,1851.5,-50.0,50.0,50.0,,,,,,,,,1851.0,1850.5,1850.6,1851.0,1853.525,-1,-1
KELP,15600.0,"[2032.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2036.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2032.0,23.0,2036.0,-23.0,-23.0,23.0,46.0,2034.0,2034.0,-50.0,50.0,23.0,,,,,,,,,2033.5,2033.8,2033.7,2033.5,2033.6875,1,1
RAINFOREST_RESIN,15600.0,"[9996.0, 9995.0, nan, nan]","[1.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,19.0,,,,,,,,,9999.925,9999.3,9998.95,9999.925,10000.275,-1,-1
SQUID_INK,15600.0,"[1846.0, nan, nan, nan]","[23.0, nan, nan, nan]","[1849.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1846.0,23.0,1849.0,-23.0,-23.0,23.0,46.0,1847.5,1847.5,-50.0,50.0,50.0,,,,,,,,,1850.875,1849.7,1850.5,1850.875,1853.2375,-1,-1
KELP,15700.0,"[2033.0, 2032.0, nan, nan]","[2.0, 28.0, nan, nan]","[2034.0, 2036.0, nan, nan]","[-1.0, -30.0, nan, nan]",2033.0,2.0,2034.0,-1.0,-31.0,30.0,61.0,2033.5,2034.032786885246,-50.0,50.0,23.0,,,,,,,,,2033.5,2033.7,2033.75,2033.5,2033.65,1,1
RAINFOREST_RESIN,15700.0,"[9996.0, 9995.0, nan, nan]","[2.0, 28.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -28.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,19.0,,,,,,,,,9999.75,9999.1,9998.95,9999.75,10000.225,-1,-1
SQUID_INK,15700.0,"[1847.0, nan, nan, nan]","[30.0, nan, nan, nan]","[1849.0, 1850.0, nan, nan]","[-1.0, -30.0, nan, nan]",1847.0,30.0,1849.0,-1.0,-31.0,30.0,61.0,1848.0,1848.5081967213116,-50.0,50.0,50.0,,,,,,,,,1850.85,1849.3,1850.2,1850.85,1852.9625,-1,-1
KELP,15800.0,"[2033.0, 2032.0, nan, nan]","[6.0, 26.0, nan, nan]","[2036.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2033.0,6.0,2036.0,-28.0,-28.0,32.0,60.0,2034.5,2033.9666666666667,-50.0,50.0,23.0,,,,,,,,,2033.55,2034.0,2033.9,2033.55,2033.65,1,1
RAINFOREST_RESIN,15800.0,"[9998.0, 9996.0, 9995.0, nan]","[6.0, 2.0, 26.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -26.0, nan, nan]",9998.0,6.0,10004.0,-2.0,-28.0,34.0,62.0,10001.0,9999.806451612903,-50.0,50.0,19.0,,,,,,,,,9999.725,9999.5,9999.35,9999.725,10000.225,-1,-1
SQUID_INK,15800.0,"[1851.0, nan, nan, nan]","[32.0, nan, nan, nan]","[1854.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1851.0,32.0,1854.0,-28.0,-28.0,32.0,60.0,1852.5,1852.4,-50.0,50.0,50.0,,,,,,,,,1851.075,1849.6,1850.45,1851.075,1852.8125,-1,-1
KELP,15900.0,"[2032.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2033.0, 2036.0, nan, nan]","[-3.0, -21.0, nan, nan]",2032.0,21.0,2033.0,-3.0,-24.0,21.0,45.0,2032.5,2033.9333333333332,-50.0,50.0,23.0,,,,,,,,,2033.55,2033.7,2033.7,2033.55,2033.5875,1,1
RAINFOREST_RESIN,15900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 20.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-8.0, -1.0, -20.0, nan]",9996.0,1.0,10002.0,-8.0,-29.0,21.0,50.0,9999.0,10000.32,-50.0,50.0,19.0,,,,,,,,,9999.675,9999.3,9999.35,9999.675,10000.125,-1,-1
SQUID_INK,15900.0,"[1853.0, nan, nan, nan]","[21.0, nan, nan, nan]","[1854.0, 1856.0, nan, nan]","[-3.0, -21.0, nan, nan]",1853.0,21.0,1854.0,-3.0,-24.0,21.0,45.0,1853.5,1854.4666666666667,-50.0,50.0,50.0,,,,,,,,,1851.225,1850.6,1850.45,1851.225,1852.7,-1,-1
KELP,16000.0,"[2032.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2034.0, 2036.0, nan, nan]","[-4.0, -22.0, nan, nan]",2032.0,22.0,2034.0,-4.0,-26.0,22.0,48.0,2033.0,2034.0,-50.0,50.0,26.0,,,,,,,,,2033.525,2033.5,2033.6,2033.525,2033.55,-1,1
RAINFOREST_RESIN,16000.0,"[9996.0, 9995.0, nan, nan]","[2.0, 20.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -20.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-22.0,22.0,44.0,10000.0,10000.0,-50.0,50.0,19.0,,,,,,,,,9999.525,10000.0,9999.35,9999.525,10000.125,1,-1
SQUID_INK,16000.0,"[1856.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1858.0, 1859.0, nan, nan]","[-4.0, -22.0, nan, nan]",1856.0,22.0,1858.0,-4.0,-26.0,22.0,48.0,1857.0,1857.5416666666667,-50.0,50.0,29.0,,,,,,,,,1851.4,1851.7,1851.1,1851.4,1852.7125,1,-1
KELP,16100.0,"[2032.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2033.0, 2034.0, 2036.0, nan]","[-1.0, -8.0, -27.0, nan]",2032.0,26.0,2033.0,-1.0,-36.0,26.0,62.0,2032.5,2034.016129032258,-50.0,50.0,26.0,,,,,,,,,2033.475,2033.2,2033.5,2033.475,2033.5125,-1,-1
RAINFOREST_RESIN,16100.0,"[9996.0, 9995.0, nan, nan]","[1.0, 26.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -26.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,19.0,,,,,,,,,9999.575,10000.0,9999.65,9999.575,10000.2,1,-1
SQUID_INK,16100.0,"[1856.0, nan, nan, nan]","[27.0, nan, nan, nan]","[1857.0, 1858.0, 1859.0, nan]","[-2.0, -8.0, -27.0, nan]",1856.0,27.0,1857.0,-2.0,-37.0,27.0,64.0,1856.5,1857.546875,-50.0,50.0,7.0,,,,,,,,,1851.6,1853.5,1851.6,1851.6,1852.7625,1,-1
KELP,16200.0,"[2032.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2036.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2032.0,26.0,2036.0,-27.0,-27.0,26.0,53.0,2034.0,2034.0377358490568,-50.0,50.0,27.0,,,,,,,,,2033.5,2033.3,2033.5,2033.5,2033.5125,-1,-1
