product,timestamp,bid_prices,bid_volumes,ask_prices,ask_volumes,best_bid,best_bid_volume,best_ask,best_ask_volume,total_ask_volume,total_bid_volume,total_volume,mid_price,weighted_mid_price,max_sell_position,max_buy_position,current_position,observation_plain_value,observation_bidPrice,observation_askPrice,observation_transportFees,observation_exportTariff,observation_importTariff,observation_sugarPrice,observation_sunlightIndex,order_quantity,order_price,order_revenue,fair_price,sma_16,sma_27,sma_cross16_27_signal,sma_cross16_27_mom28_0.0045_signal
RAINFOREST_RESIN,11700.0,"[10000.0, 9996.0, 9995.0, nan]","[4.0, 2.0, 20.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -20.0, nan, nan]",10000.0,4.0,10004.0,-2.0,-22.0,26.0,48.0,10002.0,10000.0,-50.0,50.0,19.0,,,,,,,,,-4.0,10000.0,-40000.0,9999.85,,,,
SQUID_INK,11700.0,"[1982.0, 1981.0, nan, nan]","[4.0, 22.0, nan, nan]","[1984.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1982.0,4.0,1984.0,-22.0,-22.0,26.0,48.0,1983.0,1982.4583333333333,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1982.25,1982.2222222222222,1.0,1.0
KELP,11800.0,"[2029.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2029.0,22.0,2033.0,-22.0,-22.0,22.0,44.0,2031.0,2031.0,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.075,,,,
RAINFOREST_RESIN,11800.0,"[9998.0, 9996.0, 9995.0, nan]","[10.0, 1.0, 21.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -21.0, nan, nan]",9998.0,10.0,10004.0,-1.0,-22.0,32.0,54.0,10001.0,9999.62962962963,-50.0,50.0,15.0,,,,,,,,,0.0,0.0,0.0,9999.85,,,,
SQUID_INK,11800.0,"[1979.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1982.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1979.0,22.0,1982.0,-22.0,-22.0,22.0,44.0,1980.5,1980.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1982.125,1982.2222222222222,-1.0,1.0
KELP,11900.0,"[2031.0, 2029.0, nan, nan]","[4.0, 23.0, nan, nan]","[2033.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2031.0,4.0,2033.0,-23.0,-23.0,27.0,50.0,2032.0,2031.0,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.1,,,,
RAINFOREST_RESIN,11900.0,"[10002.0, 10000.0, 9998.0, 9996.0]","[1.0, 4.0, 1.0, 1.0]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",10002.0,1.0,10004.0,-1.0,-23.0,7.0,30.0,10003.0,10003.666666666666,-50.0,50.0,15.0,,,,,,,,,-1.0,10002.0,-10002.0,10000.0,,,,
SQUID_INK,11900.0,"[1979.0, 1978.0, nan, nan]","[4.0, 23.0, nan, nan]","[1981.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1979.0,4.0,1981.0,-23.0,-23.0,27.0,50.0,1980.0,1979.46,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1981.90625,1982.1666666666667,-1.0,1.0
KELP,12000.0,"[2030.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2030.0,28.0,2033.0,-28.0,-28.0,28.0,56.0,2031.5,2031.5,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.1,,,,
RAINFOREST_RESIN,12000.0,"[9996.0, 9995.0, nan, nan]","[1.0, 27.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -27.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-28.0,28.0,56.0,10000.0,10000.0,-50.0,50.0,14.0,,,,,,,,,0.0,0.0,0.0,10000.0,,,,
SQUID_INK,12000.0,"[1978.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1982.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1978.0,28.0,1982.0,-28.0,-28.0,28.0,56.0,1980.0,1980.0,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1981.65625,1982.1296296296296,-1.0,1.0
KELP,12100.0,"[2030.0, 2029.0, nan, nan]","[2.0, 23.0, nan, nan]","[2033.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2030.0,2.0,2033.0,-25.0,-25.0,25.0,50.0,2031.5,2031.04,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.125,,,,
RAINFOREST_RESIN,12100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 23.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-8.0, -2.0, -23.0, nan]",9996.0,2.0,9998.0,-8.0,-33.0,25.0,58.0,9997.0,9999.724137931034,-50.0,50.0,14.0,,,,,,,,,8.0,9998.0,79984.0,9999.7,,,,
SQUID_INK,12100.0,"[1979.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1982.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1979.0,25.0,1982.0,-25.0,-25.0,25.0,50.0,1980.5,1980.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1981.46875,1982.0555555555557,-1.0,1.0
KELP,12200.0,"[2029.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2029.0,25.0,2033.0,-25.0,-25.0,25.0,50.0,2031.0,2031.0,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.1,,,,
RAINFOREST_RESIN,12200.0,"[9996.0, 9995.0, nan, nan]","[2.0, 23.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -23.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,22.0,,,,,,,,,0.0,0.0,0.0,9999.7,,,,
SQUID_INK,12200.0,"[1978.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1981.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1978.0,25.0,1981.0,-25.0,-25.0,25.0,50.0,1979.5,1979.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1981.1875,1981.9259259259259,-1.0,1.0
KELP,12300.0,"[2030.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2030.0,29.0,2033.0,-25.0,-25.0,29.0,54.0,2031.5,2031.388888888889,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.1,,,,
RAINFOREST_RESIN,12300.0,"[9996.0, 9995.0, nan, nan]","[1.0, 24.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-3.0, -1.0, -24.0, nan]",9996.0,1.0,10002.0,-3.0,-28.0,25.0,53.0,9999.0,10000.11320754717,-50.0,50.0,22.0,,,,,,,,,0.0,0.0,0.0,9999.65,,,,
SQUID_INK,12300.0,"[1977.0, nan, nan, nan]","[29.0, nan, nan, nan]","[1980.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1977.0,29.0,1980.0,-25.0,-25.0,29.0,54.0,1978.5,1978.388888888889,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1980.9375,1981.7592592592594,-1.0,1.0
KELP,12400.0,"[2030.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2030.0,29.0,2033.0,-29.0,-29.0,29.0,58.0,2031.5,2031.5,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.1,,,,
RAINFOREST_RESIN,12400.0,"[10002.0, 9998.0, 9995.0, nan]","[1.0, 5.0, 29.0, nan]","[10005.0, nan, nan, nan]","[-29.0, nan, nan, nan]",10002.0,1.0,10005.0,-29.0,-29.0,35.0,64.0,10003.5,9999.875,-50.0,50.0,22.0,,,,,,,,,-1.0,10002.0,-10002.0,9999.825,,,,
SQUID_INK,12400.0,"[1976.0, nan, nan, nan]","[29.0, nan, nan, nan]","[1979.0, nan, nan, nan]","[-29.0, nan, nan, nan]",1976.0,29.0,1979.0,-29.0,-29.0,29.0,58.0,1977.5,1977.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1980.625,1981.611111111111,-1.0,1.0
KELP,12500.0,"[2031.0, 2030.0, nan, nan]","[3.0, 23.0, nan, nan]","[2033.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2031.0,3.0,2033.0,-23.0,-23.0,26.0,49.0,2032.0,2031.469387755102,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.125,,,,
RAINFOREST_RESIN,12500.0,"[10000.0, 9996.0, 9995.0, nan]","[3.0, 1.0, 22.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",10000.0,3.0,10004.0,-1.0,-23.0,26.0,49.0,10002.0,10000.0,-50.0,50.0,21.0,,,,,,,,,-3.0,10000.0,-30000.0,9999.925,,,,
SQUID_INK,12500.0,"[1976.0, 1975.0, nan, nan]","[3.0, 23.0, nan, nan]","[1978.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1976.0,3.0,1978.0,-23.0,-23.0,26.0,49.0,1977.0,1976.469387755102,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1980.40625,1981.4074074074074,-1.0,1.0
KELP,12600.0,"[2031.0, 2030.0, nan, nan]","[4.0, 26.0, nan, nan]","[2033.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2031.0,4.0,2033.0,-26.0,-26.0,30.0,56.0,2032.0,2031.4642857142858,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.1,,,,
RAINFOREST_RESIN,12600.0,"[10000.0, 9995.0, nan, nan]","[4.0, 26.0, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",10000.0,4.0,10005.0,-26.0,-26.0,30.0,56.0,10002.5,10000.0,-50.0,50.0,18.0,,,,,,,,,0.0,0.0,0.0,10000.05,,,,
SQUID_INK,12600.0,"[1975.0, 1973.0, nan, nan]","[4.0, 26.0, nan, nan]","[1977.0, nan, nan, nan]","[-26.0, nan, nan, nan]",1975.0,4.0,1977.0,-26.0,-26.0,30.0,56.0,1976.0,1975.0,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,,1980.09375,1981.1666666666667,-1.0,1.0
KELP,12700.0,"[2030.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2030.0,28.0,2033.0,-28.0,-28.0,28.0,56.0,2031.5,2031.5,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.1,,,,
RAINFOREST_RESIN,12700.0,"[10002.0, 9996.0, 9995.0, nan]","[1.0, 1.0, 27.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -27.0, nan, nan]",10002.0,1.0,10004.0,-1.0,-28.0,29.0,57.0,10003.0,10000.035087719298,-50.0,50.0,18.0,,,,,,,,,-1.0,10002.0,-10002.0,10000.375,,,,
SQUID_INK,12700.0,"[1972.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1975.0, 1976.0, nan, nan]","[-1.0, -27.0, nan, nan]",1972.0,28.0,1975.0,-1.0,-28.0,28.0,56.0,1973.5,1973.982142857143,-50.0,50.0,50.0,,,,,,,,,-28.0,1972.0,-55216.0,,1979.65625,1980.8148148148148,-1.0,-1.0
KELP,12800.0,"[2031.0, 2030.0, nan, nan]","[4.0, 30.0, nan, nan]","[2033.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2031.0,4.0,2033.0,-30.0,-30.0,34.0,64.0,2032.0,2031.46875,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.125,,,,
RAINFOREST_RESIN,12800.0,"[10000.0, 9996.0, 9995.0, nan]","[4.0, 2.0, 28.0, nan]","[10002.0, 10004.0, 10005.0, nan]","[-9.0, -2.0, -28.0, nan]",10000.0,4.0,10002.0,-9.0,-39.0,34.0,73.0,10001.0,10000.246575342466,-50.0,50.0,17.0,,,,,,,,,0.0,0.0,0.0,10000.5,,,,
SQUID_INK,12800.0,"[1975.0, 1974.0, 1973.0, nan]","[4.0, 2.0, 28.0, nan]","[1977.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1975.0,4.0,1977.0,-30.0,-30.0,34.0,64.0,1976.0,1975.03125,-50.0,50.0,22.0,,,,,,,,,-4.0,1975.0,-7900.0,,1979.34375,1980.5555555555557,-1.0,-1.0
KELP,12900.0,"[2030.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2032.0, 2033.0, nan, nan]","[-2.0, -23.0, nan, nan]",2030.0,23.0,2032.0,-2.0,-25.0,23.0,48.0,2031.0,2031.5208333333333,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.2,,,,
RAINFOREST_RESIN,12900.0,"[9996.0, 9995.0, nan, nan]","[2.0, 21.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-4.0, -2.0, -21.0, nan]",9996.0,2.0,10002.0,-4.0,-27.0,23.0,50.0,9999.0,10000.16,-50.0,50.0,17.0,,,,,,,,,0.0,0.0,0.0,10000.55,,,,
SQUID_INK,12900.0,"[1971.0, nan, nan, nan]","[23.0, nan, nan, nan]","[1973.0, 1974.0, nan, nan]","[-2.0, -23.0, nan, nan]",1971.0,23.0,1973.0,-2.0,-25.0,23.0,48.0,1972.0,1972.5208333333333,-50.0,50.0,18.0,,,,,,,,,-23.0,1971.0,-45333.0,,1978.75,1980.1666666666667,-1.0,-1.0
KELP,13000.0,"[2029.0, nan, nan, nan]","[32.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-32.0, nan, nan, nan]",2029.0,32.0,2033.0,-32.0,-32.0,32.0,64.0,2031.0,2031.0,-50.0,50.0,39.0,,,,,,,,,0.0,0.0,0.0,2031.25,,,,
RAINFOREST_RESIN,13000.0,"[9996.0, 9995.0, nan, nan]","[2.0, 30.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-2.0, -2.0, -30.0, nan]",9996.0,2.0,10002.0,-2.0,-34.0,32.0,66.0,9999.0,10000.060606060606,-50.0,50.0,17.0,,,,,,,,,0.0,0.0,0.0,10000.5,,,,
SQUID_INK,13000.0,"[1972.0, nan, nan, nan]","[32.0, nan, nan, nan]","[1975.0, nan, nan, nan]","[-32.0, nan, nan, nan]",1972.0,32.0,1975.0,-32.0,-32.0,32.0,64.0,1973.5,1973.5,-50.0,50.0,-5.0,,,,,,,,,-32.0,1972.0,-63104.0,,1978.1875,1979.7962962962963,-1.0,-1.0
KELP,13100.0,"[2029.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2030.0, 2033.0, nan, nan]","[-2.0, -21.0, nan, nan]",2029.0,21.0,2030.0,-2.0,-23.0,21.0,44.0,2029.5,2030.9545454545455,-50.0,50.0,39.0,,,,,,,,,2.0,2030.0,4060.0,2031.15,,,,
RAINFOREST_RESIN,13100.0,"[9995.0, nan, nan, nan]","[21.0, nan, nan, nan]","[10000.0, 10005.0, nan, nan]","[-2.0, -21.0, nan, nan]",9995.0,21.0,10000.0,-2.0,-23.0,21.0,44.0,9997.5,10000.0,-50.0,50.0,17.0,,,,,,,,,2.0,10000.0,20000.0,10000.425,,,,
SQUID_INK,13100.0,"[1974.0, nan, nan, nan]","[21.0, nan, nan, nan]","[1975.0, 1977.0, nan, nan]","[-2.0, -21.0, nan, nan]",1974.0,21.0,1975.0,-2.0,-23.0,21.0,44.0,1974.5,1975.4772727272727,-50.0,50.0,-37.0,,,,,,,,,-13.0,1974.0,-25662.0,,1977.78125,1979.4444444444443,-1.0,-1.0
KELP,13200.0,"[2032.0, 2030.0, nan, nan]","[1.0, 38.0, nan, nan]","[2033.0, nan, nan, nan]","[-31.0, nan, nan, nan]",2032.0,1.0,2033.0,-31.0,-31.0,39.0,70.0,2032.5,2031.357142857143,-50.0,50.0,41.0,,,,,,,,,-1.0,2032.0,-2032.0,2031.275,,,,
RAINFOREST_RESIN,13200.0,"[9998.0, 9996.0, 9995.0, nan]","[9.0, 2.0, 29.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -29.0, nan, nan]",9998.0,9.0,10004.0,-2.0,-31.0,40.0,71.0,10001.0,9999.74647887324,-50.0,50.0,19.0,,,,,,,,,0.0,0.0,0.0,10000.475,,,,
SQUID_INK,13200.0,"[1976.0, 1974.0, 1973.0, nan]","[1.0, 9.0, 29.0, nan]","[1977.0, nan, nan, nan]","[-31.0, nan, nan, nan]",1976.0,1.0,1977.0,-31.0,-31.0,39.0,70.0,1976.5,1974.942857142857,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1977.40625,1979.1851851851852,-1.0,-1.0
KELP,13300.0,"[2030.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2030.0,23.0,2033.0,-23.0,-23.0,23.0,46.0,2031.5,2031.5,-50.0,50.0,40.0,,,,,,,,,0.0,0.0,0.0,2031.3,,,,
RAINFOREST_RESIN,13300.0,"[10002.0, 9996.0, 9995.0, nan]","[2.0, 1.0, 22.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",10002.0,2.0,10004.0,-1.0,-23.0,25.0,48.0,10003.0,10000.083333333334,-50.0,50.0,19.0,,,,,,,,,-2.0,10002.0,-20004.0,10000.675,,,,
SQUID_INK,13300.0,"[1972.0, nan, nan, nan]","[23.0, nan, nan, nan]","[1976.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1972.0,23.0,1976.0,-23.0,-23.0,23.0,46.0,1974.0,1974.0,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1976.84375,1978.8148148148148,-1.0,-1.0
KELP,13400.0,"[2030.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2030.0,26.0,2033.0,-26.0,-26.0,26.0,52.0,2031.5,2031.5,-50.0,50.0,40.0,,,,,,,,,0.0,0.0,0.0,2031.325,,,,
RAINFOREST_RESIN,13400.0,"[9995.0, nan, nan, nan]","[26.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9995.0,26.0,10005.0,-26.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,17.0,,,,,,,,,0.0,0.0,0.0,10000.675,,,,
SQUID_INK,13400.0,"[1973.0, nan, nan, nan]","[26.0, nan, nan, nan]","[1977.0, nan, nan, nan]","[-26.0, nan, nan, nan]",1973.0,26.0,1977.0,-26.0,-26.0,26.0,52.0,1975.0,1975.0,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1976.5,1978.537037037037,-1.0,-1.0
KELP,13500.0,"[2030.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2030.0,25.0,2033.0,-25.0,-25.0,25.0,50.0,2031.5,2031.5,-50.0,50.0,40.0,,,,,,,,,0.0,0.0,0.0,2031.4,,,,
RAINFOREST_RESIN,13500.0,"[9996.0, 9995.0, nan, nan]","[1.0, 24.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -24.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,17.0,,,,,,,,,0.0,0.0,0.0,10000.675,,,,
SQUID_INK,13500.0,"[1974.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1978.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1974.0,25.0,1978.0,-25.0,-25.0,25.0,50.0,1976.0,1976.0,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1976.25,1978.2962962962963,-1.0,-1.0
KELP,13600.0,"[2030.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2032.0, 2033.0, nan, nan]","[-3.0, -26.0, nan, nan]",2030.0,26.0,2032.0,-3.0,-29.0,26.0,55.0,2031.0,2031.5272727272727,-50.0,50.0,40.0,,,,,,,,,0.0,0.0,0.0,2031.45,,,,
RAINFOREST_RESIN,13600.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-6.0, -2.0, -24.0, nan]",9996.0,2.0,10002.0,-6.0,-32.0,26.0,58.0,9999.0,10000.206896551725,-50.0,50.0,17.0,,,,,,,,,0.0,0.0,0.0,10000.625,,,,
SQUID_INK,13600.0,"[1974.0, nan, nan, nan]","[26.0, nan, nan, nan]","[1976.0, 1977.0, nan, nan]","[-3.0, -26.0, nan, nan]",1974.0,26.0,1976.0,-3.0,-29.0,26.0,55.0,1975.0,1975.5272727272727,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1975.9375,1978.0925925925926,-1.0,-1.0
KELP,13700.0,"[2030.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2034.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2030.0,28.0,2034.0,-28.0,-28.0,28.0,56.0,2032.0,2032.0,-50.0,50.0,40.0,,,,,,,,,0.0,0.0,0.0,2031.45,,,,
RAINFOREST_RESIN,13700.0,"[10002.0, 9995.0, nan, nan]","[1.0, 28.0, nan, nan]","[10005.0, nan, nan, nan]","[-28.0, nan, nan, nan]",10002.0,1.0,10005.0,-28.0,-28.0,29.0,57.0,10003.5,10000.035087719298,-50.0,50.0,17.0,,,,,,,,,-1.0,10002.0,-10002.0,10000.7,,,,
SQUID_INK,13700.0,"[1974.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1977.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1974.0,28.0,1977.0,-28.0,-28.0,28.0,56.0,1975.5,1975.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1975.625,1977.888888888889,-1.0,-1.0
KELP,13800.0,"[2030.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2034.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2030.0,23.0,2034.0,-23.0,-23.0,23.0,46.0,2032.0,2032.0,-50.0,50.0,40.0,,,,,,,,,0.0,0.0,0.0,2031.5,,,,
RAINFOREST_RESIN,13800.0,"[9998.0, 9995.0, nan, nan]","[1.0, 23.0, nan, nan]","[10005.0, nan, nan, nan]","[-23.0, nan, nan, nan]",9998.0,1.0,10005.0,-23.0,-23.0,24.0,47.0,10001.5,9999.95744680851,-50.0,50.0,16.0,,,,,,,,,0.0,0.0,0.0,10000.725,,,,
SQUID_INK,13800.0,"[1974.0, nan, nan, nan]","[23.0, nan, nan, nan]","[1977.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1974.0,23.0,1977.0,-23.0,-23.0,23.0,46.0,1975.5,1975.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1975.375,1977.7037037037037,-1.0,-1.0
KELP,13900.0,"[2030.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2031.0, 2034.0, nan, nan]","[-3.0, -21.0, nan, nan]",2030.0,21.0,2031.0,-3.0,-24.0,21.0,45.0,2030.5,2031.9333333333334,-50.0,50.0,40.0,,,,,,,,,3.0,2031.0,6093.0,2031.425,,,,
RAINFOREST_RESIN,13900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 20.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -20.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-21.0,21.0,42.0,10000.0,10000.0,-50.0,50.0,16.0,,,,,,,,,0.0,0.0,0.0,10000.575,,,,
SQUID_INK,13900.0,"[1973.0, nan, nan, nan]","[20.0, nan, nan, nan]","[1974.0, 1977.0, nan, nan]","[-2.0, -21.0, nan, nan]",1973.0,20.0,1974.0,-2.0,-23.0,20.0,43.0,1973.5,1975.0,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1975.0625,1977.4259259259259,-1.0,-1.0
KELP,14000.0,"[2031.0, 2030.0, nan, nan]","[2.0, 29.0, nan, nan]","[2034.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2031.0,2.0,2034.0,-29.0,-29.0,31.0,60.0,2032.5,2031.9666666666667,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2031.475,,,,
RAINFOREST_RESIN,14000.0,"[10002.0, 9998.0, 9996.0, 9995.0]","[6.0, 1.0, 1.0, 28.0]","[10004.0, 10005.0, nan, nan]","[-1.0, -28.0, nan, nan]",10002.0,6.0,10004.0,-1.0,-29.0,36.0,65.0,10003.0,10000.153846153846,-50.0,50.0,16.0,,,,,,,,,-6.0,10002.0,-60012.0,10000.725,,,,
SQUID_INK,14000.0,"[1975.0, 1974.0, nan, nan]","[2.0, 29.0, nan, nan]","[1978.0, nan, nan, nan]","[-29.0, nan, nan, nan]",1975.0,2.0,1978.0,-29.0,-29.0,31.0,60.0,1976.5,1975.9666666666667,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1975.0,1977.2407407407406,-1.0,-1.0
KELP,14100.0,"[2030.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2034.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2030.0,22.0,2034.0,-22.0,-22.0,22.0,44.0,2032.0,2032.0,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2031.5,,,,
RAINFOREST_RESIN,14100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 20.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-4.0, -2.0, -20.0, nan]",9996.0,2.0,10002.0,-4.0,-26.0,22.0,48.0,9999.0,10000.166666666666,-50.0,50.0,10.0,,,,,,,,,0.0,0.0,0.0,10000.825,,,,
SQUID_INK,14100.0,"[1976.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1979.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1976.0,22.0,1979.0,-22.0,-22.0,22.0,44.0,1977.5,1977.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1975.03125,1977.0555555555557,-1.0,-1.0
KELP,14200.0,"[2030.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2034.0, nan, nan, nan]","[-21.0, nan, nan, nan]",2030.0,21.0,2034.0,-21.0,-21.0,21.0,42.0,2032.0,2032.0,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2031.55,,,,
RAINFOREST_RESIN,14200.0,"[9995.0, nan, nan, nan]","[21.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-21.0, nan, nan, nan]",9995.0,21.0,10005.0,-21.0,-21.0,21.0,42.0,10000.0,10000.0,-50.0,50.0,10.0,,,,,,,,,0.0,0.0,0.0,10000.825,,,,
SQUID_INK,14200.0,"[1976.0, nan, nan, nan]","[21.0, nan, nan, nan]","[1979.0, nan, nan, nan]","[-21.0, nan, nan, nan]",1976.0,21.0,1979.0,-21.0,-21.0,21.0,42.0,1977.5,1977.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1975.125,1976.9259259259259,-1.0,-1.0
KELP,14300.0,"[2030.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2034.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2030.0,22.0,2034.0,-22.0,-22.0,22.0,44.0,2032.0,2032.0,-50.0,50.0,43.0,,,,,,,,,0.0,0.0,0.0,2031.575,,,,
