product,timestamp,bid_prices,bid_volumes,ask_prices,ask_volumes,best_bid,best_bid_volume,best_ask,best_ask_volume,total_ask_volume,total_bid_volume,total_volume,mid_price,weighted_mid_price,max_sell_position,max_buy_position,current_position,observation_plain_value,observation_bidPrice,observation_askPrice,observation_transportFees,observation_exportTariff,observation_importTariff,observation_sugarPrice,observation_sunlightIndex,fair_price,sma_cross_8,sma_cross_50,trend_score,imbalance_score,spread_ratio,dynamic_spread,calculated_shift,calculated_buy,calculated_sell,calculated_base_volume,calculated_buy_volume,calculated_sell_volume,market_order_buy_price,market_order_buy_volume,market_order_sell_price,market_order_sell_volume
KELP,48900.0,"[2019.0, nan, nan, nan]","[34.0, nan, nan, nan]","[2022.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2019.0,34.0,2022.0,-27.0,-27.0,34.0,61.0,2020.5,2020.327868852459,-50.0,50.0,-2.0,,,,,,,,,2020.4,2020.1875,2020.26,0.0,0.11475409836065574,0.0014847809948032665,1.911166283301082,0.05482854091437531,2019.0,2021.0,7.5,8.0,7.0,2019.0,8.0,2022.0,-7.0
RAINFOREST_RESIN,48900.0,"[9995.0, nan, nan, nan]","[27.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-27.0, nan, nan, nan]",9995.0,27.0,10005.0,-27.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,9999.3,9999.1875,9999.77,0.0,0.0,0.001,5.005,0.0,9997.0,10002.0,5.0,5.0,5.0,9995.0,5.0,10005.0,-5.0
KELP,49000.0,"[2019.0, nan, nan, nan]","[39.0, nan, nan, nan]","[2022.0, nan, nan, nan]","[-32.0, nan, nan, nan]",2019.0,39.0,2022.0,-32.0,-32.0,39.0,71.0,2020.5,2020.3521126760563,-50.0,50.0,-2.0,,,,,,,,,2020.4,2020.1875,2020.25,0.0,0.09859154929577464,0.0014847809948032665,1.924096322552987,0.04742490935870038,2019.0,2021.0,7.5,8.0,7.0,2019.0,8.0,2022.0,-7.0
RAINFOREST_RESIN,49000.0,"[9996.0, 9995.0, nan, nan]","[2.0, 30.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -30.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-32.0,32.0,64.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.0,9999.0,9999.77,0.0,0.0,0.0008,5.004,0.0,9997.0,10003.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,49100.0,"[2019.0, nan, nan, nan]","[40.0, nan, nan, nan]","[2022.0, nan, nan, nan]","[-32.0, nan, nan, nan]",2019.0,40.0,2022.0,-32.0,-32.0,40.0,72.0,2020.5,2020.3333333333333,-50.0,50.0,-2.0,,,,,,,,,2020.4,2020.4375,2020.24,0.0,0.1111111111111111,0.0014847809948032665,1.9140806731007178,0.05316890758613105,2019.0,2021.0,7.5,8.0,7.0,2019.0,8.0,2022.0,-7.0
RAINFOREST_RESIN,49100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 30.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -30.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-32.0,32.0,64.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.0,9999.375,9999.84,0.0,0.0,0.0008,5.004,0.0,9997.0,10003.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,49200.0,"[2019.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2022.0, nan, nan, nan]","[-21.0, nan, nan, nan]",2019.0,21.0,2022.0,-21.0,-21.0,21.0,42.0,2020.5,2020.5,-50.0,50.0,-2.0,,,,,,,,,2020.5,2020.4375,2020.23,0.0,0.0,0.0014847809948032665,2.0029695619896066,0.0,2019.0,2022.0,7.5,8.0,8.0,2019.0,8.0,2022.0,-8.0
RAINFOREST_RESIN,49200.0,"[9996.0, 9995.0, nan, nan]","[1.0, 20.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -20.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-21.0,21.0,42.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.0,9999.5625,9999.84,0.0,0.0,0.0008,5.004,0.0,9997.0,10003.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,49300.0,"[2019.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2022.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2019.0,21.0,2022.0,-22.0,-22.0,21.0,43.0,2020.5,2020.5348837209303,-50.0,50.0,-2.0,,,,,,,,,2020.5,2020.4375,2020.22,0.0,-0.023255813953488372,0.0014847809948032665,2.0215742131523973,-0.01175333844856045,2019.0,2021.0,7.5,7.0,8.0,2019.0,7.0,2022.0,-8.0
RAINFOREST_RESIN,49300.0,"[9998.0, 9996.0, 9995.0, nan]","[9.0, 1.0, 21.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -21.0, nan, nan]",9998.0,9.0,10004.0,-1.0,-22.0,31.0,53.0,10001.0,9999.66037735849,-50.0,50.0,15.0,,,,,,,,,10000.2,10000.125,9999.86,0.0,0.16981132075471697,0.0005999400059994001,4.748282718897921,0.20157803995321363,9998.0,10003.0,5.0,6.0,4.0,9998.0,6.0,10004.0,-4.0
KELP,49400.0,"[2021.0, 2020.0, 2019.0, nan]","[9.0, 5.0, 20.0, nan]","[2022.0, nan, nan, nan]","[-20.0, nan, nan, nan]",2021.0,9.0,2022.0,-20.0,-20.0,34.0,54.0,2021.5,2020.537037037037,-50.0,50.0,-2.0,,,,,,,,,2020.7,2020.5625,2020.25,0.0,0.25925925925925924,0.0004946821667078902,1.793581956926008,0.11625068239335237,2020.0,2022.0,7.5,9.0,6.0,2020.0,9.0,2022.0,-6.0
RAINFOREST_RESIN,49400.0,"[9995.0, nan, nan, nan]","[20.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-20.0, nan, nan, nan]",9995.0,20.0,10005.0,-20.0,-20.0,20.0,40.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.2,10000.125,9999.83,0.0,0.0,0.001,5.005,0.0,9998.0,10003.0,5.0,5.0,5.0,9995.0,5.0,10005.0,-5.0
KELP,49500.0,"[2019.0, nan, nan, nan]","[40.0, nan, nan, nan]","[2022.0, nan, nan, nan]","[-32.0, nan, nan, nan]",2019.0,40.0,2022.0,-32.0,-32.0,40.0,72.0,2020.5,2020.3333333333333,-50.0,50.0,-2.0,,,,,,,,,2020.7,2020.625,2020.23,0.0,0.1111111111111111,0.0014847809948032665,1.9140806731007178,0.05316890758613105,2020.0,2022.0,7.5,8.0,7.0,2019.0,8.0,2022.0,-7.0
RAINFOREST_RESIN,49500.0,"[9996.0, 9995.0, nan, nan]","[2.0, 30.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -30.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-32.0,32.0,64.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.2,10000.125,9999.83,0.0,0.0,0.0008,5.004,0.0,9998.0,10003.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,49600.0,"[2021.0, 2019.0, nan, nan]","[1.0, 24.0, nan, nan]","[2022.0, nan, nan, nan]","[-24.0, nan, nan, nan]",2021.0,1.0,2022.0,-24.0,-24.0,25.0,49.0,2021.5,2020.5102040816328,-50.0,50.0,-2.0,,,,,,,,,2020.9,2020.75,2020.25,0.0,0.02040816326530612,0.0004946821667078902,1.9846628337211707,0.010125830784291686,2020.0,2022.0,7.5,8.0,7.0,2020.0,8.0,2022.0,-7.0
RAINFOREST_RESIN,49600.0,"[9995.0, nan, nan, nan]","[24.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-24.0, nan, nan, nan]",9995.0,24.0,10005.0,-24.0,-24.0,24.0,48.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.2,10000.125,9999.83,0.0,0.0,0.001,5.005,0.0,9998.0,10003.0,5.0,5.0,5.0,9995.0,5.0,10005.0,-5.0
KELP,49700.0,"[2019.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2022.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2019.0,28.0,2022.0,-28.0,-28.0,28.0,56.0,2020.5,2020.5,-50.0,50.0,-2.0,,,,,,,,,2020.9,2020.75,2020.25,0.0,0.0,0.0014847809948032665,2.0029695619896066,0.0,2020.0,2022.0,7.5,8.0,8.0,2019.0,8.0,2022.0,-8.0
RAINFOREST_RESIN,49700.0,"[9998.0, 9996.0, 9995.0, nan]","[7.0, 2.0, 26.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -26.0, nan, nan]",9998.0,7.0,10004.0,-2.0,-28.0,35.0,63.0,10001.0,9999.777777777777,-50.0,50.0,15.0,,,,,,,,,10000.4,10000.25,9999.88,0.0,0.1111111111111111,0.0005999400059994001,4.83633303336333,0.1343425842600925,9998.0,10003.0,5.0,6.0,4.0,9998.0,6.0,10004.0,-4.0
KELP,49800.0,"[2019.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2020.0, 2023.0, nan, nan]","[-5.0, -25.0, nan, nan]",2019.0,25.0,2020.0,-5.0,-30.0,25.0,55.0,2019.5,2020.909090909091,-50.0,50.0,-2.0,,,,,,,,,2020.7,2020.625,2020.24,0.0,-0.09090909090909091,0.0004951720722951226,2.073717616871863,-0.047129945837996894,2020.0,2022.0,7.5,7.0,8.0,2019.0,7.0,2022.0,-8.0
RAINFOREST_RESIN,49800.0,"[9996.0, 9995.0, nan, nan]","[2.0, 23.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -23.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.2,10000.25,9999.95,0.0,0.0,0.0008,5.004,0.0,9998.0,10003.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,49900.0,"[2019.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2023.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2019.0,23.0,2023.0,-23.0,-23.0,23.0,46.0,2021.0,2021.0,-50.0,50.0,-2.0,,,,,,,,,2020.6,2020.6875,2020.25,0.0,0.0,0.0019792182088075212,2.003958436417615,0.0,2020.0,2022.0,7.5,8.0,8.0,2019.0,8.0,2023.0,-8.0
RAINFOREST_RESIN,49900.0,"[9998.0, 9995.0, nan, nan]","[3.0, 23.0, nan, nan]","[10005.0, nan, nan, nan]","[-23.0, nan, nan, nan]",9998.0,3.0,10005.0,-23.0,-23.0,26.0,49.0,10001.5,9999.877551020409,-50.0,50.0,15.0,,,,,,,,,10000.5,10000.4375,9999.98,0.0,0.061224489795918366,0.0006998950157476379,4.911662740384861,0.07517851133242133,9998.0,10003.0,5.0,5.0,5.0,9998.0,5.0,10005.0,-5.0
KELP,50000.0,"[2019.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2022.0, 2023.0, nan, nan]","[-1.0, -20.0, nan, nan]",2019.0,21.0,2022.0,-1.0,-21.0,21.0,42.0,2020.5,2020.9761904761904,-50.0,50.0,-2.0,,,,,,,,,2020.6,2020.6875,2020.26,0.0,0.0,0.0014847809948032665,2.0029695619896066,0.0,2020.0,2022.0,7.5,8.0,8.0,2019.0,8.0,2022.0,-8.0
RAINFOREST_RESIN,50000.0,"[9996.0, 9995.0, nan, nan]","[1.0, 20.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -20.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-21.0,21.0,42.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.5,10000.4375,9999.92,0.0,0.0,0.0008,5.004,0.0,9998.0,10003.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,50100.0,"[2019.0, nan, nan, nan]","[24.0, nan, nan, nan]","[2021.0, 2022.0, nan, nan]","[-2.0, -24.0, nan, nan]",2019.0,24.0,2021.0,-2.0,-26.0,24.0,50.0,2020.0,2020.52,-50.0,50.0,-2.0,,,,,,,,,2020.3,2020.625,2020.26,0.0,-0.04,0.0009900990099009901,2.033980198019802,-0.02033980198019802,2019.0,2021.0,7.5,7.0,8.0,2019.0,7.0,2021.0,-8.0
RAINFOREST_RESIN,50100.0,"[9995.0, nan, nan, nan]","[24.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-24.0, nan, nan, nan]",9995.0,24.0,10005.0,-24.0,-24.0,24.0,48.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.5,10000.3125,9999.92,0.0,0.0,0.001,5.005,0.0,9998.0,10003.0,5.0,5.0,5.0,9995.0,5.0,10005.0,-5.0
KELP,50200.0,"[2019.0, nan, nan, nan]","[24.0, nan, nan, nan]","[2023.0, nan, nan, nan]","[-24.0, nan, nan, nan]",2019.0,24.0,2023.0,-24.0,-24.0,24.0,48.0,2021.0,2021.0,-50.0,50.0,-2.0,,,,,,,,,2020.4,2020.5625,2020.28,0.0,0.0,0.0019792182088075212,2.003958436417615,0.0,2019.0,2021.0,7.5,8.0,8.0,2019.0,8.0,2023.0,-8.0
RAINFOREST_RESIN,50200.0,"[9995.0, nan, nan, nan]","[24.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-24.0, nan, nan, nan]",9995.0,24.0,10005.0,-24.0,-24.0,24.0,48.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.3,10000.3125,9999.92,0.0,0.0,0.001,5.005,0.0,9998.0,10003.0,5.0,5.0,5.0,9995.0,5.0,10005.0,-5.0
KELP,50300.0,"[2019.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2023.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2019.0,30.0,2023.0,-30.0,-30.0,30.0,60.0,2021.0,2021.0,-50.0,50.0,-2.0,,,,,,,,,2020.7,2020.625,2020.31,0.0,0.0,0.0019792182088075212,2.003958436417615,0.0,2020.0,2022.0,7.5,8.0,8.0,2019.0,8.0,2023.0,-8.0
RAINFOREST_RESIN,50300.0,"[9995.0, nan, nan, nan]","[30.0, nan, nan, nan]","[10002.0, 10005.0, nan, nan]","[-10.0, -30.0, nan, nan]",9995.0,30.0,10002.0,-10.0,-40.0,30.0,70.0,9998.5,10000.285714285714,-50.0,50.0,15.0,,,,,,,,,10000.0,10000.125,9999.89,0.0,-0.14285714285714285,0.0007001050157523629,5.217786239364476,-0.18634950854873128,9997.0,10002.0,5.0,4.0,6.0,9995.0,4.0,10002.0,-6.0
KELP,50400.0,"[2019.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2021.0, 2023.0, nan, nan]","[-3.0, -23.0, nan, nan]",2019.0,23.0,2021.0,-3.0,-26.0,23.0,49.0,2020.0,2021.0,-50.0,50.0,-2.0,,,,,,,,,2020.5,2020.4375,2020.33,0.0,-0.061224489795918366,0.0009900990099009901,2.050959789856537,-0.031392241681477605,2019.0,2021.0,7.5,7.0,8.0,2019.0,7.0,2021.0,-8.0
RAINFOREST_RESIN,50400.0,"[9998.0, 9996.0, 9995.0, nan]","[4.0, 1.0, 22.0, nan]","[10000.0, 10004.0, 10005.0, nan]","[-2.0, -1.0, -22.0, nan]",9998.0,4.0,10000.0,-2.0,-25.0,27.0,52.0,9999.0,9999.846153846154,-50.0,50.0,15.0,,,,,,,,,9999.5,10000.0,9999.93,0.0,0.038461538461538464,0.00020002000200020003,4.943307792317693,0.04753180569536244,9997.0,10002.0,5.0,5.0,5.0,9997.0,5.0,10002.0,-5.0
KELP,50500.0,"[2019.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2023.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2019.0,25.0,2023.0,-25.0,-25.0,25.0,50.0,2021.0,2021.0,-50.0,50.0,-2.0,,,,,,,,,2020.6,2020.5,2020.38,0.0,0.0,0.0019792182088075212,2.003958436417615,0.0,2020.0,2022.0,7.5,8.0,8.0,2019.0,8.0,2023.0,-8.0
RAINFOREST_RESIN,50500.0,"[9996.0, 9995.0, nan, nan]","[2.0, 23.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -23.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,9999.5,9999.875,9999.97,0.0,0.0,0.0008,5.004,0.0,9997.0,10002.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,50600.0,"[2019.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2020.0, 2023.0, nan, nan]","[-6.0, -23.0, nan, nan]",2019.0,21.0,2020.0,-6.0,-29.0,21.0,50.0,2019.5,2020.96,-50.0,50.0,-2.0,,,,,,,,,2020.5,2020.5,2020.38,0.0,-0.16,0.0004951720722951226,2.1289903441445905,-0.08515961376578363,2019.0,2021.0,7.5,6.0,9.0,2019.0,6.0,2021.0,-9.0
RAINFOREST_RESIN,50600.0,"[10002.0, 9996.0, 9995.0, nan]","[1.0, 2.0, 21.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -21.0, nan, nan]",10002.0,1.0,10004.0,-2.0,-23.0,24.0,47.0,10003.0,10000.04255319149,-50.0,50.0,15.0,,,,,,,,,10000.1,10000.25,10000.06,0.0,0.02127659574468085,0.00019994001799460162,4.969084806472951,0.026431302162090164,9998.0,10003.0,5.0,5.0,5.0,9998.0,5.0,10004.0,-5.0
KELP,50700.0,"[2020.0, nan, nan, nan]","[24.0, nan, nan, nan]","[2023.0, nan, nan, nan]","[-24.0, nan, nan, nan]",2020.0,24.0,2023.0,-24.0,-24.0,24.0,48.0,2021.5,2021.5,-50.0,50.0,-2.0,,,,,,,,,2020.6,2020.5625,2020.42,0.0,0.0,0.0014840465001236705,2.002968093000247,0.0,2020.0,2022.0,7.5,8.0,8.0,2020.0,8.0,2023.0,-8.0
RAINFOREST_RESIN,50700.0,"[9996.0, 9995.0, nan, nan]","[2.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -22.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-24.0,24.0,48.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.1,10000.0625,10000.06,0.0,0.0,0.0008,5.004,0.0,9998.0,10003.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,50800.0,"[2022.0, 2020.0, nan, nan]","[1.0, 24.0, nan, nan]","[2023.0, nan, nan, nan]","[-24.0, nan, nan, nan]",2022.0,1.0,2023.0,-24.0,-24.0,25.0,49.0,2022.5,2021.5102040816328,-50.0,50.0,-2.0,,,,,,,,,2020.9,2020.8125,2020.48,0.0,0.02040816326530612,0.0004944375772558715,1.984662344542267,0.010125828288480954,2020.0,2022.0,7.5,8.0,7.0,2020.0,8.0,2023.0,-7.0
RAINFOREST_RESIN,50800.0,"[10002.0, 9996.0, 9995.0, nan]","[5.0, 2.0, 22.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -22.0, nan, nan]",10002.0,5.0,10004.0,-2.0,-24.0,29.0,53.0,10003.0,10000.188679245282,-50.0,50.0,15.0,,,,,,,,,10001.0,10000.4375,10000.12,0.0,0.09433962264150944,0.00019994001799460162,4.859490266127708,0.11461061948414407,9999.0,10004.0,5.0,5.0,5.0,9999.0,5.0,10004.0,-5.0
KELP,50900.0,"[2020.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2022.0, 2023.0, nan, nan]","[-4.0, -28.0, nan, nan]",2020.0,28.0,2022.0,-4.0,-32.0,28.0,60.0,2021.0,2021.5333333333333,-50.0,50.0,-2.0,,,,,,,,,2021.1,2020.9375,2020.49,0.0,-0.06666666666666667,0.0009896091044037606,2.0553125515421407,-0.03425520919236901,2020.0,2022.0,7.5,7.0,8.0,2020.0,7.0,2022.0,-8.0
RAINFOREST_RESIN,50900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 27.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -27.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-28.0,28.0,56.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10001.2,10000.4375,10000.12,0.0,0.0,0.0008,5.004,0.0,9999.0,10004.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,51000.0,"[2020.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2023.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2020.0,28.0,2023.0,-28.0,-28.0,28.0,56.0,2021.5,2021.5,-50.0,50.0,-2.0,,,,,,,,,2021.2,2021.0,2020.51,0.0,0.0,0.0014840465001236705,2.002968093000247,0.0,2020.0,2022.0,7.5,8.0,8.0,2020.0,8.0,2023.0,-8.0
RAINFOREST_RESIN,51000.0,"[9996.0, 9995.0, nan, nan]","[2.0, 26.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -26.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-28.0,28.0,56.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10001.2,10000.4375,10000.12,0.0,0.0,0.0008,5.004,0.0,9999.0,10004.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,51100.0,"[2020.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2023.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2020.0,26.0,2023.0,-26.0,-26.0,26.0,52.0,2021.5,2021.5,-50.0,50.0,-2.0,,,,,,,,,2021.6,2021.0625,2020.53,0.0,0.0,0.0014840465001236705,2.002968093000247,0.0,2021.0,2023.0,7.5,8.0,8.0,2020.0,8.0,2023.0,-8.0
RAINFOREST_RESIN,51100.0,"[9998.0, 9996.0, 9995.0, nan]","[6.0, 1.0, 25.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -25.0, nan, nan]",9998.0,6.0,10004.0,-1.0,-26.0,32.0,58.0,10001.0,9999.793103448275,-50.0,50.0,15.0,,,,,,,,,10000.8,10000.75,10000.12,0.0,0.10344827586206896,0.0005999400059994001,4.847827286236893,0.12537484360957482,9999.0,10003.0,5.0,6.0,4.0,9998.0,6.0,10004.0,-4.0
KELP,51200.0,"[2020.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2023.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2020.0,30.0,2023.0,-30.0,-30.0,30.0,60.0,2021.5,2021.5,-50.0,50.0,-2.0,,,,,,,,,2021.6,2021.25,2020.57,0.0,0.0,0.0014840465001236705,2.002968093000247,0.0,2021.0,2023.0,7.5,8.0,8.0,2020.0,8.0,2023.0,-8.0
RAINFOREST_RESIN,51200.0,"[9996.0, 9995.0, nan, nan]","[2.0, 28.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -28.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.8,10000.875,10000.1,0.0,0.0,0.0008,5.004,0.0,9998.0,10003.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,51300.0,"[2020.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2023.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2020.0,25.0,2023.0,-25.0,-25.0,25.0,50.0,2021.5,2021.5,-50.0,50.0,-2.0,,,,,,,,,2021.4,2021.3125,2020.61,0.0,0.0,0.0014840465001236705,2.002968093000247,0.0,2020.0,2022.0,7.5,8.0,8.0,2020.0,8.0,2023.0,-8.0
RAINFOREST_RESIN,51300.0,"[9996.0, 9995.0, nan, nan]","[1.0, 24.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -24.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,10000.2,10000.875,10000.1,0.0,0.0,0.0008,5.004,0.0,9998.0,10003.0,5.0,5.0,5.0,9996.0,5.0,10004.0,-5.0
KELP,51400.0,"[2020.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2023.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2020.0,30.0,2023.0,-30.0,-30.0,30.0,60.0,2021.5,2021.5,-50.0,50.0,-2.0,,,,,,,,,2021.5,2021.5625,2020.64,0.0,0.0,0.0014840465001236705,2.002968093000247,0.0,2020.0,2023.0,7.5,8.0,8.0,2020.0,8.0,2023.0,-8.0
RAINFOREST_RESIN,51400.0,"[9995.0, nan, nan, nan]","[30.0, nan, nan, nan]","[10002.0, 10005.0, nan, nan]","[-3.0, -30.0, nan, nan]",9995.0,30.0,10002.0,-3.0,-33.0,30.0,63.0,9998.5,10000.095238095239,-50.0,50.0,15.0,,,,,,,,,9999.9,10000.3125,10000.07,0.0,-0.047619047619047616,0.0007001050157523629,5.074929096507333,-0.06041582257746825,9997.0,10002.0,5.0,5.0,5.0,9995.0,5.0,10002.0,-5.0
KELP,51500.0,"[2022.0, 2020.0, nan, nan]","[1.0, 30.0, nan, nan]","[2023.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2022.0,1.0,2023.0,-30.0,-30.0,31.0,61.0,2022.5,2021.5081967213114,-50.0,50.0,-2.0,,,,,,,,,2021.7,2021.6875,2020.69,0.0,0.01639344262295082,0.0004944375772558715,1.9878741210561512,0.008147025086295702,2021.0,2023.0,7.5,8.0,7.0,2021.0,8.0,2023.0,-7.0
RAINFOREST_RESIN,51500.0,"[9995.0, nan, nan, nan]","[30.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-30.0, nan, nan, nan]",9995.0,30.0,10005.0,-30.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,15.0,,,,,,,,,9999.9,10000.3125,10000.03,0.0,0.0,0.001,5.005,0.0,9997.0,10002.0,5.0,5.0,5.0,9995.0,5.0,10005.0,-5.0
KELP,51600.0,"[2021.0, 2020.0, nan, nan]","[5.0, 24.0, nan, nan]","[2023.0, nan, nan, nan]","[-24.0, nan, nan, nan]",2021.0,5.0,2023.0,-24.0,-24.0,29.0,53.0,2022.0,2021.4528301886792,-50.0,50.0,-2.0,,,,,,,,,2021.8,2021.625,2020.73,0.0,0.09433962264150944,0.0009891196834817012,1.9265065412537559,0.04543647502956972,2021.0,2023.0,7.5,8.0,7.0,2021.0,8.0,2023.0,-7.0
RAINFOREST_RESIN,51600.0,"[10000.0, 9996.0, 9995.0, nan]","[5.0, 2.0, 22.0, nan]","[10002.0, 10004.0, 10005.0, nan]","[-1.0, -2.0, -22.0, nan]",10000.0,5.0,10002.0,-1.0,-25.0,29.0,54.0,10001.0,10000.037037037036,-50.0,50.0,15.0,,,,,,,,,9999.9,10000.0625,10000.03,0.0,0.07407407407407407,0.00019998000199980003,4.8898887888988884,0.09055349609072015,9998.0,10002.0,5.0,5.0,5.0,9998.0,5.0,10002.0,-5.0
KELP,51700.0,"[2020.0, nan, nan, nan]","[16.0, nan, nan, nan]","[2023.0, nan, nan, nan]","[-20.0, nan, nan, nan]",2020.0,16.0,2023.0,-20.0,-20.0,16.0,36.0,2021.5,2021.6666666666667,-50.0,50.0,-2.0,,,,,,,,,2021.8,2021.6875,2020.75,0.0,-0.1111111111111111,0.0014840465001236705,2.091856981889136,-0.05810713838580933,2021.0,2023.0,7.5,7.0,8.0,2020.0,7.0,2023.0,-8.0
